invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-001295,TXN-202409-0305,2024-09-21,Tecnologías del Mediterráneo S.Com.,3777070507095,228.72,34.31,263.03,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001296,TXN-202409-0306,2024-09-01,Alcides Osorio Domínguez S.Com.,9206263276243,35.26,5.29,40.55,Datafast,VISA,PAGADA,Ventas
FAC-001297,TXN-202409-0307,2024-09-16,Hermanos Valero S.Coop.,2665720798047,421.58,63.24,484.82,Datafast,VISA,PAGADA,POS
FAC-001298,TXN-202409-0308,2024-09-27,Construcción Trujillo S.A.U,1578937987752,41.49,6.22,47.71,PayPhone,MASTERCARD,PAGADA,POS
FAC-001299,TXN-202409-0309,2024-09-14,Distribuciones Sainz y asociados S.L.N.E,9939996369184,330.0,49.5,379.5,Datafast,VISA,PAGADA,Ventas
FAC-001300,TXN-202409-0310,2024-09-16,Salomón Torrijos Belmonte S.L.N.E,5644198385792,175.77,26.36,202.13,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001301,TXN-202409-0311,2024-09-27,Alimentación Diego y asociados S.L.,7726290165159,317.43,47.61,365.04,Datafast,MASTERCARD,PAGADA,POS
FAC-001302,TXN-202409-0312,2024-09-18,Izaguirre y Losada S.L.,8352747871553,41.94,6.29,48.23,Datafast,VISA,PAGADA,E-commerce
FAC-001303,TXN-202409-0313,2024-09-20,Sanmiguel y Mendoza S.Com.,3431793134756,112.28,16.84,129.12,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001304,TXN-202409-0314,2024-09-07,Infraestructuras Marti & Asociados S.Coop.,1896176502100,23.13,3.47,26.6,Datafast,MASTERCARD,PAGADA,POS
FAC-001305,TXN-202409-0315,2024-09-11,Alimentación Zabaleta & Asociados S.L.L.,1527864995870,63.63,9.55,73.18,Datafast,VISA,PAGADA,E-commerce
FAC-001306,TXN-202409-0316,2024-09-24,Montaña & Asociados S.L.,1051253806319,61.95,9.29,71.24,PayPhone,MASTERCARD,PAGADA,POS
FAC-001307,TXN-202409-0317,2024-09-12,Tomé y asociados S.Com.,9905376932879,1853.26,277.99,2131.25,Datafast,VISA,PAGADA,Ventas
FAC-001308,TXN-202409-0318,2024-09-24,Restauración Hurtado S.Coop.,9727462268975,172.72,25.91,198.63,Medianet,AMEX,PAGADA,Ventas
FAC-001309,TXN-202409-0319,2024-09-04,Alimentación Tovar y asociados S.A.,3411524387207,43.85,6.58,50.43,Medianet,VISA,PAGADA,E-commerce
FAC-001310,TXN-202409-0320,2024-09-01,Grupo Vigil S.L.L.,5179314449419,40.66,6.1,46.76,PayPhone,VISA,PAGADA,Ventas
FAC-001311,TXN-202409-0321,2024-09-29,Hnos Machado S.L.N.E,8264596243840,58.35,8.75,67.1,PayPhone,VISA,PAGADA,POS
FAC-001312,TXN-202409-0322,2024-09-04,Distribuciones Valverde S.L.L.,8327715736850,44.63,6.69,51.32,Datafast,VISA,PAGADA,Ventas
FAC-001313,TXN-202409-0323,2024-09-02,Banca Privada Castellana S.Coop.,9270518251103,27.51,4.13,31.64,Datafast,VISA,PAGADA,Ventas
FAC-001314,TXN-202409-0324,2024-09-22,Inversiones del Norte S.A.,2186720759144,257.79,38.67,296.46,Datafast,VISA,PAGADA,Ventas
FAC-001315,TXN-202409-0325,2024-09-27,Banco Esteve y asociados S.L.,5766196676015,34.17,5.12,39.29,Medianet,DINERS,PAGADA,Ventas
FAC-001316,TXN-202409-0326,2024-09-04,Finanzas Salinas y asociados S.L.,1643401026557,383.06,57.46,440.52,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001317,TXN-202409-0327,2024-09-30,Imelda Pérez Yuste S.L.N.E,5847566573297,387.63,58.14,445.77,Datafast,VISA,PAGADA,POS
FAC-001318,TXN-202409-0328,2024-09-24,Compañía Otero S.A.,7141050685902,37.34,5.6,42.94,Datafast,VISA,PAGADA,Ventas
FAC-001319,TXN-202409-0329,2024-09-07,Talleres Avanzadas S.A.T.,4030946214706,114.48,17.17,131.65,Datafast,VISA,PAGADA,POS
FAC-001320,TXN-202409-0330,2024-09-16,Comercial UKW S.L.N.E,2265373053428,58.79,8.82,67.61,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001321,TXN-202409-0331,2024-09-14,Larrea y asociados S.L.N.E,8607816293096,50.99,7.65,58.64,Datafast,VISA,PAGADA,Ventas
FAC-001322,TXN-202409-0332,2024-09-26,Servicios Cifuentes S.A.,2450710661690,263.0,39.45,302.45,Medianet,VISA,PAGADA,Ventas
FAC-001323,TXN-202409-0333,2024-09-28,Brunilda Amat Quirós S.A.,3867059041179,2387.1,358.06,2745.16,Datafast,VISA,PAGADA,E-commerce
FAC-001324,TXN-202409-0334,2024-09-01,Elisabet Marí Jimenez S.L.N.E,9177963199467,13.84,2.08,15.92,Medianet,VISA,PAGADA,Ventas
FAC-001325,TXN-202409-0335,2024-09-25,Promociones Montaña & Asociados S.C.P,1499608749612,24.88,3.73,28.61,PayPhone,DINERS,PAGADA,Ventas
FAC-001326,TXN-202409-0336,2024-09-05,Inversiones Integrales S.A.,2998308788477,64.51,9.68,74.19,Datafast,VISA,PAGADA,Ventas
FAC-001327,TXN-202409-0337,2024-09-17,Villanueva y Arce S.Com.,8288824375968,310.74,46.61,357.35,Datafast,MASTERCARD,PAGADA,POS
FAC-001328,TXN-202409-0338,2024-09-24,Desarrollo BNPL S.L.,6086274823009,388.6,58.29,446.89,Datafast,AMEX,PAGADA,Ventas
FAC-001329,TXN-202409-0339,2024-09-20,Inmobiliaria Mayol S.A.,6615475950133,398.34,59.75,458.09,Datafast,VISA,PAGADA,Ventas
FAC-001330,TXN-202409-0340,2024-09-26,Hoz y asociados S.L.N.E,5972115678140,39.85,5.98,45.83,Medianet,VISA,PAGADA,Ventas
FAC-001331,TXN-202409-0341,2024-09-13,Mate & Asociados S.L.,7828246491371,355.01,53.25,408.26,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001332,TXN-202409-0342,2024-09-24,Suministros Ponce & Asociados S.A.,6350942315963,29.78,4.47,34.25,PayPhone,VISA,PAGADA,Ventas
FAC-001333,TXN-202409-0343,2024-09-17,Losa y Sala S.A.T.,7081319151813,18.29,2.74,21.03,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001334,TXN-202409-0344,2024-09-29,Juan Francisco Cabello Cepeda S.L.N.E,5890047904644,78.12,11.72,89.84,Datafast,VISA,PAGADA,POS
FAC-001335,TXN-202409-0345,2024-09-17,Valbuena y asociados S.L.N.E,8640581519394,334.9,50.23,385.13,Medianet,VISA,PAGADA,E-commerce
FAC-001336,TXN-202409-0346,2024-09-04,Talleres Benito S.Coop.,2978911926890,37.44,5.62,43.06,Medianet,AMEX,PAGADA,Ventas
FAC-001337,TXN-202409-0347,2024-09-01,Logística Portillo y asociados S.A.,1298606814416,41.68,6.25,47.93,Medianet,DINERS,PAGADA,Ventas
FAC-001338,TXN-202409-0348,2024-09-23,Roura y asociados S.Com.,9166117729420,281.97,42.3,324.27,Datafast,VISA,PAGADA,Ventas
FAC-001339,TXN-202409-0349,2024-09-22,Industrias Guzmán S.Com.,6270805858240,23.86,3.58,27.44,Medianet,AMEX,PAGADA,Ventas
FAC-001340,TXN-202409-0350,2024-09-04,Banca Privada GMB S.C.P,4297795724003,52.44,7.87,60.31,Medianet,VISA,PAGADA,E-commerce
FAC-001341,TXN-202409-0351,2024-09-05,Cruz Ayala Avilés S.A.,1731518617598,235.49,35.32,270.81,Medianet,VISA,PAGADA,Ventas
FAC-001342,TXN-202409-0352,2024-09-05,Yolanda Alcalá Gallardo S.L.L.,8762249476419,32.06,4.81,36.87,Datafast,VISA,PAGADA,Ventas
FAC-001343,TXN-202409-0353,2024-09-18,Orozco y Figueras S.A.,4495832519901,216.66,32.5,249.16,Datafast,VISA,PAGADA,POS
FAC-001344,TXN-202409-0354,2024-09-15,Escribano y Martín S.L.L.,1126334922777,302.01,45.3,347.31,Medianet,AMEX,PAGADA,POS
FAC-001345,TXN-202409-0355,2024-09-05,Alcaraz y Sierra S.L.,1785942682395,2225.68,333.85,2559.53,PayPhone,VISA,PAGADA,Ventas
FAC-001346,TXN-202409-0356,2024-09-28,Asunción Lillo Rivero S.Coop.,5743448213801,50.3,7.54,57.84,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-001347,TXN-202409-0357,2024-09-18,Araujo y Duran S.L.,2555769415139,53.03,7.96,60.99,Datafast,VISA,PAGADA,Ventas
FAC-001348,TXN-202409-0358,2024-09-12,Hermanos Lobo S.L.,7955323750839,109.86,16.48,126.34,PayPhone,VISA,PAGADA,POS
FAC-001349,TXN-202409-0359,2024-09-12,Consultoría APMJ S.L.N.E,7331752523243,24.23,3.64,27.87,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001350,TXN-202409-0360,2024-09-14,Distribuciones DV S.L.N.E,4221395796562,55.46,8.32,63.78,Datafast,VISA,PAGADA,Ventas
FAC-001351,TXN-202409-0361,2024-09-24,Cobos y asociados S.L.,8007335006455,16.29,2.44,18.73,PayPhone,VISA,PAGADA,Ventas
FAC-001352,TXN-202409-0362,2024-09-16,Banco Internacionales S.L.N.E,7604829407828,7.26,1.09,8.35,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001353,TXN-202409-0363,2024-09-27,Severino Amigó Lopez S.A.,5825587293706,28.96,4.34,33.3,Datafast,VISA,PAGADA,E-commerce
FAC-001354,TXN-202409-0364,2024-09-25,Inversiones Bernal S.L.,3058736080558,45.85,6.88,52.73,PayPhone,VISA,PAGADA,Ventas
FAC-001355,TXN-202409-0365,2024-09-20,Promociones del Norte S.Coop.,2726231675011,102.18,15.33,117.51,Medianet,VISA,PAGADA,Ventas
FAC-001356,TXN-202409-0366,2024-09-02,Daniel Padilla Llorente S.L.L.,5732703414775,1171.73,175.76,1347.49,Medianet,VISA,PAGADA,E-commerce
FAC-001357,TXN-202409-0367,2024-09-23,Gargallo y Acevedo S.A.,5888637137998,385.83,57.87,443.7,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001358,TXN-202409-0368,2024-09-04,Mur & Asociados S.L.,7008053828981,274.47,41.17,315.64,Medianet,MASTERCARD,PAGADA,POS
FAC-001359,TXN-202409-0369,2024-09-02,Restauración Mendizábal S.L.,3223965753764,280.24,42.04,322.28,Medianet,VISA,PAGADA,POS
FAC-001360,TXN-202409-0370,2024-09-22,Talleres Calleja S.A.T.,4651256222083,5.57,0.83,6.4,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001361,TXN-202409-0371,2024-09-23,Hnos Blasco S.L.L.,4564429961380,159.15,23.87,183.02,Datafast,VISA,PAGADA,E-commerce
FAC-001362,TXN-202409-0372,2024-09-02,Alimentación PDBF S.L.,6718606993994,216.31,32.45,248.76,Datafast,AMEX,PAGADA,E-commerce
FAC-001363,TXN-202409-0373,2024-09-28,Amada Alvarez Echeverría S.A.,5310683829216,31.41,4.71,36.12,PayPhone,VISA,PAGADA,E-commerce
FAC-001364,TXN-202409-0374,2024-09-06,Transportes Velázquez S.Com.,2898604278571,10.83,1.62,12.45,Datafast,VISA,PAGADA,Ventas
FAC-001365,TXN-202409-0375,2024-09-14,Inmobiliaria Ruano S.L.L.,1736305695625,24.36,3.65,28.01,Datafast,VISA,PAGADA,Ventas
FAC-001366,TXN-202409-0376,2024-09-02,Priego y asociados S.C.P,9009694123528,6.12,0.92,7.04,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001367,TXN-202409-0377,2024-09-13,Comercializadora Ibéricos S.Coop.,7789908886081,25.5,3.82,29.32,Datafast,VISA,PAGADA,Ventas
FAC-001368,TXN-202409-0378,2024-09-17,Comercial QI S.Com.,2107149236036,155.94,23.39,179.33,Datafast,VISA,PAGADA,Ventas
FAC-001369,TXN-202409-0379,2024-09-14,Estefanía Caparrós Martí S.L.,7508588444372,34.66,5.2,39.86,Datafast,VISA,PAGADA,E-commerce
FAC-001370,TXN-202409-0380,2024-09-09,Farmaceútica Campoy y asociados S.A.,2432677638319,62.14,9.32,71.46,Datafast,VISA,PAGADA,POS
FAC-001371,TXN-202409-0381,2024-09-26,Compañía AYN S.C.P,1980438430979,40.52,6.08,46.6,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001372,TXN-202409-0382,2024-09-07,Clavero y asociados S.Coop.,7256842181801,45.81,6.87,52.68,Datafast,VISA,PAGADA,Ventas
FAC-001373,TXN-202409-0383,2024-09-14,Mayte Gómez Yuste S.A.,7774729131126,265.88,39.88,305.76,Datafast,DINERS,PAGADA,Ventas
FAC-001374,TXN-202409-0384,2024-09-10,Instalaciones Rosselló & Asociados S.A.,5597460302312,58.43,8.77,67.2,Datafast,VISA,PAGADA,E-commerce
FAC-001375,TXN-202409-0385,2024-09-20,Hnos Tomás S.L.,1978170423275,1483.02,222.45,1705.47,PayPhone,VISA,PAGADA,POS
FAC-001376,TXN-202409-0386,2024-09-19,Feliciano Casanova Gallo S.Com.,7788118592063,45.58,6.84,52.42,PayPhone,VISA,PAGADA,E-commerce
FAC-001377,TXN-202409-0387,2024-09-03,Compañía Avanzadas S.L.,1341652726189,8.91,1.34,10.25,Datafast,VISA,PAGADA,POS
FAC-001378,TXN-202409-0388,2024-09-29,Alimentación UPB S.Com.,2309531001792,434.35,65.15,499.5,Medianet,AMEX,PAGADA,POS
FAC-001379,TXN-202409-0389,2024-09-11,Banca Privada Blanch & Asociados S.L.N.E,5113622380137,392.39,58.86,451.25,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-001380,TXN-202409-0390,2024-09-11,Industrias Esparza S.Com.,1420981940146,20.38,3.06,23.44,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-001381,TXN-202409-0391,2024-09-05,Farmaceútica Santiago y asociados S.L.,8861360772720,63.96,9.59,73.55,Datafast,DINERS,PAGADA,E-commerce
FAC-001382,TXN-202409-0392,2024-09-06,Servicios Internacionales S.Coop.,9045098063533,4.97,0.75,5.72,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001383,TXN-202409-0393,2024-09-03,Quiroga & Asociados S.L.N.E,3650162625104,29.97,4.49,34.46,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001384,TXN-202409-0394,2024-09-15,Pastora Exposito Guzman S.Com.,8346173051513,367.6,55.14,422.74,Medianet,MASTERCARD,PAGADA,POS
FAC-001385,TXN-202409-0395,2024-09-13,Hnos Giner S.C.P,3820967309240,43.57,6.53,50.1,Datafast,DINERS,PAGADA,E-commerce
FAC-001386,TXN-202409-0396,2024-09-12,Familia Soler S.L.,7141359665339,706.01,105.9,811.91,PayPhone,AMEX,PAGADA,E-commerce
FAC-001387,TXN-202409-0397,2024-09-30,Compañía del Sur S.Coop.,1636385743391,22.69,3.4,26.09,Datafast,VISA,PAGADA,POS
FAC-001388,TXN-202409-0398,2024-09-23,Mendizábal & Asociados S.L.L.,8558000841626,180.29,27.04,207.33,Datafast,VISA,PAGADA,POS
FAC-001389,TXN-202409-0399,2024-09-29,Comercial Exposito & Asociados S.L.L.,7250146831465,22.66,3.4,26.06,Datafast,VISA,PAGADA,E-commerce
FAC-001390,TXN-202409-0400,2024-09-13,Campillo y Montoya S.Coop.,1003945584642,57.9,8.68,66.58,Medianet,VISA,PAGADA,Ventas
FAC-001391,TXN-202409-0401,2024-09-22,Hermanos Nogueira S.Com.,1718190232016,40.33,6.05,46.38,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001392,TXN-202409-0402,2024-09-05,Transportes Vicente S.L.L.,5419889060917,93.43,14.02,107.45,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001393,TXN-202409-0403,2024-09-17,Compañía Internacionales S.Coop.,5407519267750,152.83,22.92,175.75,Datafast,VISA,PAGADA,E-commerce
FAC-001394,TXN-202409-0404,2024-09-23,Distribuciones Mascaró & Asociados S.Com.,4561622843965,431.84,64.78,496.62,Medianet,VISA,PAGADA,Ventas
FAC-001395,TXN-202409-0405,2024-09-14,Restauración del Noroeste S.Coop.,6488720204871,235.35,35.3,270.65,Medianet,VISA,PAGADA,Ventas
FAC-001396,TXN-202409-0406,2024-09-28,Evita Figueras Ribes S.L.,1336534764144,187.53,28.13,215.66,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001397,TXN-202409-0407,2024-09-25,Fábrica IWN S.L.,2871974531459,27.92,4.19,32.11,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001398,TXN-202409-0408,2024-09-15,Minería Integrales S.A.T.,5750800290695,31.74,4.76,36.5,PayPhone,VISA,PAGADA,Ventas
FAC-001399,TXN-202409-0409,2024-09-01,Construcción Ayala S.L.,4973564272943,41.64,6.25,47.89,Datafast,VISA,PAGADA,E-commerce
FAC-001400,TXN-202409-0410,2024-09-07,Grupo Collado S.A.U,6210909824508,2428.25,364.24,2792.49,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001401,TXN-202409-0411,2024-09-14,María Fernanda Andrés Amor S.L.,2446470236074,79.75,11.96,91.71,Datafast,VISA,PAGADA,POS
FAC-001402,TXN-202409-0412,2024-09-04,Distribuciones Globales S.A.,2470602252553,20.68,3.1,23.78,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001403,TXN-202409-0413,2024-09-26,Grupo Ballester S.A.,9413417622809,26.1,3.92,30.02,Datafast,VISA,PAGADA,Ventas
FAC-001404,TXN-202409-0414,2024-09-21,Hotel del Mediterráneo S.L.N.E,5441754016379,348.63,52.29,400.92,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001405,TXN-202409-0415,2024-09-11,Huerta & Asociados S.A.,1458482817393,6.52,0.98,7.5,Medianet,VISA,PAGADA,Ventas
FAC-001406,TXN-202409-0416,2024-09-10,Alimentación ZZPY S.L.,3796910829656,1395.48,209.32,1604.8,Datafast,VISA,PAGADA,E-commerce
FAC-001407,TXN-202409-0417,2024-09-10,Minería ZW S.A.,2320646467647,273.82,41.07,314.89,Medianet,VISA,PAGADA,Ventas
FAC-001408,TXN-202409-0418,2024-09-26,Transportes Globales S.L.,8156250845014,60.73,9.11,69.84,Datafast,MASTERCARD,PAGADA,POS
FAC-001409,TXN-202409-0419,2024-09-20,Banco Plaza & Asociados S.A.,4199925709928,32.27,4.84,37.11,Medianet,VISA,PAGADA,Ventas
FAC-001410,TXN-202409-0420,2024-09-17,Grupo Sainz S.L.,6510285514382,79.05,11.86,90.91,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001411,TXN-202409-0421,2024-09-19,Manufacturas Aller S.L.N.E,5152032865918,50.87,7.63,58.5,Medianet,VISA,PAGADA,POS
FAC-001412,TXN-202409-0422,2024-09-16,Martorell y asociados S.Com.,2598052839053,27.52,4.13,31.65,PayPhone,VISA,PAGADA,Ventas
FAC-001413,TXN-202409-0423,2024-09-05,Restauración Manuel S.L.,1167308303884,7.23,1.08,8.31,Medianet,VISA,PAGADA,Ventas
FAC-001414,TXN-202409-0424,2024-09-19,Transportes NCL S.A.,1216776921910,200.22,30.03,230.25,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001415,TXN-202409-0425,2024-09-12,Hnos Villanueva S.L.,5207197095744,26.71,4.01,30.72,Medianet,VISA,PAGADA,E-commerce
FAC-001416,TXN-202409-0426,2024-09-27,Batlle y Calderón S.A.,5440691438767,19.83,2.97,22.8,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001417,TXN-202409-0427,2024-09-30,Distribuciones CXW S.L.,3684315567695,17.42,2.61,20.03,PayPhone,VISA,PAGADA,E-commerce
FAC-001418,TXN-202409-0428,2024-09-15,Desarrollo Acosta & Asociados S.Coop.,8679296263273,323.31,48.5,371.81,Medianet,VISA,PAGADA,E-commerce
FAC-001419,TXN-202409-0429,2024-09-10,Gabaldón y asociados S.C.P,3143703919056,192.16,28.82,220.98,Medianet,AMEX,PAGADA,Ventas
FAC-001420,TXN-202409-0430,2024-09-16,Comercial Marí S.L.,6151413430768,402.11,60.32,462.43,Datafast,VISA,PAGADA,E-commerce
FAC-001421,TXN-202409-0431,2024-09-07,Crescencia Escrivá Saez S.Coop.,9332987681605,239.96,35.99,275.95,PayPhone,MASTERCARD,PAGADA,POS
FAC-001422,TXN-202409-0432,2024-09-13,Ceferino Escolano Castañeda S.Com.,9019170242363,364.39,54.66,419.05,Datafast,MASTERCARD,PAGADA,POS
FAC-001423,TXN-202409-0433,2024-09-12,Hermanos Cifuentes S.A.T.,6643738013184,4.99,0.75,5.74,Datafast,AMEX,PAGADA,Ventas
FAC-001424,TXN-202409-0434,2024-09-30,Millán y asociados S.Coop.,3441357168261,45.52,6.83,52.35,Medianet,VISA,PAGADA,Ventas
FAC-001425,TXN-202409-0435,2024-09-29,Compañía JLY S.L.L.,1814762073478,15.7,2.36,18.06,Datafast,VISA,PAGADA,E-commerce
FAC-001426,TXN-202409-0436,2024-09-01,Talleres Bertrán y asociados S.C.P,7135414556473,134.77,20.22,154.99,Medianet,VISA,PAGADA,Ventas
FAC-001427,TXN-202409-0437,2024-09-13,Suministros YKIN S.A.,1816885926637,48.53,7.28,55.81,PayPhone,AMEX,PAGADA,POS
FAC-001428,TXN-202409-0438,2024-09-08,Abigaíl Rey Arce S.L.,9100889438301,1097.98,164.7,1262.68,Medianet,VISA,PAGADA,E-commerce
FAC-001429,TXN-202409-0439,2024-09-20,Desarrollo Zamora & Asociados S.L.,4885781656088,2558.91,383.84,2942.75,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001430,TXN-202409-0440,2024-09-26,Alberdi y Diez S.A.,1641890244628,64.62,9.69,74.31,PayPhone,VISA,PAGADA,Ventas
FAC-001431,TXN-202409-0441,2024-09-21,Nidia Soto Sáez S.Coop.,7726173460873,43.45,6.52,49.97,Datafast,VISA,PAGADA,Ventas
FAC-001432,TXN-202409-0442,2024-09-10,Talleres Puente y asociados S.L.N.E,6531493181372,381.62,57.24,438.86,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001433,TXN-202409-0443,2024-09-28,Inversiones del Levante S.L.,2993804503083,388.35,58.25,446.6,Datafast,VISA,PAGADA,POS
FAC-001434,TXN-202409-0444,2024-09-16,Inversiones IG S.L.,4591164764927,9.66,1.45,11.11,PayPhone,AMEX,PAGADA,Ventas
FAC-001435,TXN-202409-0445,2024-09-25,Restauración Carlos y asociados S.A.,3586813372278,61.9,9.28,71.18,Medianet,VISA,PAGADA,Ventas
FAC-001436,TXN-202409-0446,2024-09-17,Consultoría Integrales S.A.,2381553925883,50.82,7.62,58.44,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001437,TXN-202409-0447,2024-09-21,Ibañez & Asociados S.A.,1421367160338,42.25,6.34,48.59,Datafast,DINERS,PAGADA,Ventas
FAC-001438,TXN-202409-0448,2024-09-08,Banca Privada MBU S.A.,4917876028749,234.67,35.2,269.87,Medianet,VISA,PAGADA,Ventas
FAC-001439,TXN-202409-0449,2024-09-27,Talleres Española S.L.N.E,1172648810503,14.6,2.19,16.79,Datafast,VISA,PAGADA,E-commerce
FAC-001440,TXN-202409-0450,2024-09-17,Restauración Berrocal S.A.,8516781288379,177.32,26.6,203.92,Datafast,VISA,PAGADA,Ventas
FAC-001441,TXN-202409-0451,2024-09-15,Tiburcio Arranz Pellicer S.A.T.,9139859308227,26.29,3.94,30.23,Datafast,VISA,PAGADA,E-commerce
FAC-001442,TXN-202409-0452,2024-09-01,Grupo Amat S.Coop.,9281469539536,22.16,3.32,25.48,Datafast,VISA,PAGADA,POS
FAC-001443,TXN-202409-0453,2024-09-10,Rodolfo Cabanillas Barral S.L.L.,8582320724861,63.14,9.47,72.61,Datafast,VISA,PAGADA,POS
FAC-001444,TXN-202409-0454,2024-09-04,Inversiones FJ S.Coop.,9615623067801,407.97,61.2,469.17,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001445,TXN-202409-0455,2024-09-11,Despacho Alfaro S.C.P,9694670141280,17.17,2.58,19.75,Datafast,VISA,PAGADA,Ventas
FAC-001446,TXN-202409-0456,2024-09-23,Merino & Asociados S.Com.,4247120836248,169.81,25.47,195.28,Datafast,AMEX,PAGADA,Ventas
FAC-001447,TXN-202409-0457,2024-09-30,Transportes Villar y asociados S.Com.,6748562378861,339.76,50.96,390.72,PayPhone,DINERS,PAGADA,Ventas
FAC-001448,TXN-202409-0458,2024-09-13,Amando Herrera Tomás S.A.,7132776063951,355.57,53.34,408.91,Datafast,VISA,PAGADA,E-commerce
FAC-001449,TXN-202409-0459,2024-09-25,Comercial Castellana S.Com.,4068990657416,47.01,7.05,54.06,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001450,TXN-202409-0460,2024-09-08,Encarnita Avilés Morell S.A.,8584366337561,146.22,21.93,168.15,PayPhone,VISA,PAGADA,Ventas
FAC-001451,TXN-202409-0461,2024-09-11,Hnos Nicolau S.A.T.,7445357777859,57.46,8.62,66.08,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001452,TXN-202409-0462,2024-09-07,Familia Tovar S.A.,2794583618837,324.47,48.67,373.14,Datafast,VISA,PAGADA,E-commerce
FAC-001453,TXN-202409-0463,2024-09-05,Farmaceútica Campoy & Asociados S.A.,4748923960424,42.01,6.3,48.31,Datafast,MASTERCARD,PAGADA,POS
FAC-001454,TXN-202409-0464,2024-09-11,Farmaceútica Española S.L.N.E,4450256702178,374.27,56.14,430.41,PayPhone,VISA,PAGADA,POS
FAC-001455,TXN-202409-0465,2024-09-18,Matas y Pi S.L.L.,3295988161037,55.13,8.27,63.4,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001456,TXN-202409-0466,2024-09-05,Inversiones Bueno S.Coop.,6232940380437,406.35,60.95,467.3,Datafast,VISA,PAGADA,E-commerce
FAC-001457,TXN-202409-0467,2024-09-13,Fortuny & Asociados S.Coop.,4212698086551,1682.35,252.35,1934.7,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001458,TXN-202409-0468,2024-09-04,Verdú y Camps S.Coop.,1186199707839,16.63,2.5,19.13,Datafast,VISA,PAGADA,POS
FAC-001459,TXN-202409-0469,2024-09-04,Ale Feliu Ibarra S.Coop.,3613294027594,103.62,15.54,119.16,Medianet,VISA,PAGADA,Ventas
FAC-001460,TXN-202409-0470,2024-09-06,Infraestructuras Segovia y asociados S.A.,3350165755574,248.02,37.2,285.22,Medianet,VISA,PAGADA,Ventas
FAC-001461,TXN-202409-0471,2024-09-22,Logística Amador & Asociados S.Com.,7663281070560,19.55,2.93,22.48,Datafast,DINERS,PAGADA,Ventas
FAC-001462,TXN-202409-0472,2024-09-28,Comercial Ramis y asociados S.A.T.,5357384109600,15.56,2.33,17.89,Datafast,VISA,PAGADA,Ventas
FAC-001463,TXN-202409-0473,2024-09-24,Comercializadora UDW S.Com.,6561615317660,31.63,4.75,36.38,Datafast,DINERS,PAGADA,Ventas
FAC-001464,TXN-202409-0474,2024-09-10,Despacho Ibéricos S.L.N.E,9824456979181,61.11,9.17,70.28,Datafast,AMEX,PAGADA,Ventas
FAC-001465,TXN-202409-0475,2024-09-10,Barbero y Sales S.Com.,4733697575546,41.85,6.28,48.13,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001466,TXN-202409-0476,2024-09-05,Inversiones Vilar S.L.N.E,1268342605338,17.5,2.63,20.13,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001467,TXN-202409-0477,2024-09-30,Guillén y asociados S.L.N.E,7924996966081,261.62,39.24,300.86,Datafast,VISA,PAGADA,Ventas
FAC-001468,TXN-202409-0478,2024-09-10,Despacho Yáñez & Asociados S.L.L.,7575880414036,338.83,50.83,389.66,PayPhone,VISA,PAGADA,E-commerce
FAC-001469,TXN-202409-0479,2024-09-10,Promociones del Levante S.L.,3848745126193,329.47,49.42,378.89,PayPhone,VISA,PAGADA,Ventas
