authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH730003,TXN-202409-0343,2024-09-17,PayPhone,MASTERCARD,5717,21.03,0.8,19.07,USD,SETTLED,BATCH-3512
AUTH789233,TXN-202409-0344,2024-09-29,Datafast,VISA,5015,89.84,3.14,81.76,USD,SETTLED,BATCH-7387
AUTH961007,TXN-202409-0345,2024-09-17,Medianet,VISA,8273,385.13,12.32,351.63,USD,SETTLED,BATCH-1412
AUTH261816,TXN-202409-0346,2024-09-04,Medianet,AMEX,1210,43.06,1.38,39.31,USD,SETTLED,BATCH-9415
AUTH716549,TXN-202409-0347,2024-09-01,Medianet,DINERS,2937,47.93,1.53,43.76,USD,SETTLED,BATCH-3852
AUTH873048,TXN-202409-0348,2024-09-23,Datafast,VISA,5844,324.27,11.35,295.09,USD,SETTLED,BATCH-6614
AUTH732503,TXN-202409-0349,2024-09-22,Medianet,AMEX,6779,27.44,0.88,25.06,USD,SETTLED,BATCH-3973
AUTH929555,TXN-202409-0350,2024-09-04,Medianet,VISA,4208,60.31,1.93,55.07,USD,SETTLED,BATCH-7800
AUTH869671,TXN-202409-0351,2024-09-05,Medianet,VISA,2710,270.81,8.67,247.24,USD,SETTLED,BATCH-4887
AUTH674789,TXN-202409-0352,2024-09-05,Datafast,VISA,2315,36.87,1.29,33.55,USD,SETTLED,BATCH-8714
AUTH359992,TXN-202409-0353,2024-09-18,Datafast,VISA,8395,249.16,12.06,223.4,USD,SETTLED,BATCH-5332
AUTH325796,TXN-202409-0354,2024-09-15,Medianet,AMEX,9174,347.31,11.11,317.1,USD,SETTLED,BATCH-2119
AUTH436190,TXN-202409-0355,2024-09-05,PayPhone,VISA,8010,2559.53,97.26,2321.49,USD,SETTLED,BATCH-3318
AUTH888000,TXN-202409-0356,2024-09-28,Datafast,MASTERCARD,7893,57.84,2.02,52.64,USD,SETTLED,BATCH-9299
AUTH679701,TXN-202409-0357,2024-09-18,Datafast,VISA,8012,60.99,2.13,55.51,USD,SETTLED,BATCH-9570
AUTH870497,TXN-202409-0358,2024-09-12,PayPhone,VISA,6570,126.34,4.8,114.59,USD,SETTLED,BATCH-7395
AUTH600652,TXN-202409-0359,2024-09-12,Datafast,MASTERCARD,1957,27.87,0.98,25.36,USD,SETTLED,BATCH-8031
AUTH519238,TXN-202409-0360,2024-09-14,Datafast,VISA,6645,63.78,2.23,58.05,USD,SETTLED,BATCH-2698
AUTH682985,TXN-202409-0361,2024-09-24,PayPhone,VISA,3896,18.73,0.71,16.99,USD,SETTLED,BATCH-2449
AUTH639773,TXN-202409-0362,2024-09-16,Datafast,MASTERCARD,8715,8.35,0.29,7.6,USD,SETTLED,BATCH-3068
AUTH586530,TXN-202409-0363,2024-09-27,Datafast,VISA,7849,33.3,1.17,30.3,USD,SETTLED,BATCH-3104
AUTH844610,TXN-202409-0364,2024-09-25,PayPhone,VISA,2096,52.73,2.0,47.83,USD,SETTLED,BATCH-4213
AUTH619498,TXN-202409-0365,2024-09-20,Medianet,VISA,3048,117.51,3.76,107.29,USD,SETTLED,BATCH-3723
AUTH572844,TXN-202409-0366,2024-09-02,Medianet,VISA,1434,1347.49,43.12,1230.26,USD,SETTLED,BATCH-2237
AUTH740590,TXN-202409-0367,2024-09-23,PayPhone,MASTERCARD,3623,443.7,16.86,402.43,USD,SETTLED,BATCH-5322
AUTH296388,TXN-202409-0368,2024-09-04,Medianet,MASTERCARD,2417,315.64,10.1,288.18,USD,SETTLED,BATCH-3726
AUTH490247,TXN-202409-0369,2024-09-02,Medianet,VISA,6261,322.28,10.31,294.25,USD,SETTLED,BATCH-6280
AUTH918926,TXN-202409-0370,2024-09-22,Medianet,MASTERCARD,8811,6.4,0.2,5.85,USD,SETTLED,BATCH-3606
AUTH554901,TXN-202409-0371,2024-09-23,Datafast,VISA,9969,183.02,6.41,166.54,USD,SETTLED,BATCH-7186
AUTH112957,TXN-202409-0372,2024-09-02,Datafast,AMEX,1900,248.76,8.71,226.37,USD,SETTLED,BATCH-2353
AUTH415734,TXN-202409-0373,2024-09-28,PayPhone,VISA,7664,36.12,1.37,32.76,USD,SETTLED,BATCH-2772
AUTH227316,TXN-202409-0374,2024-09-06,Datafast,VISA,2215,12.45,0.44,11.33,USD,SETTLED,BATCH-9015
AUTH359060,TXN-202409-0375,2024-09-14,Datafast,VISA,1980,28.01,0.98,25.49,USD,SETTLED,BATCH-9954
AUTH367184,TXN-202409-0376,2024-09-02,Datafast,MASTERCARD,3553,7.04,0.25,6.4,USD,SETTLED,BATCH-3404
AUTH650703,TXN-202409-0377,2024-09-13,Datafast,VISA,3163,29.32,1.03,26.68,USD,SETTLED,BATCH-6458
AUTH281054,TXN-202409-0378,2024-09-17,Datafast,VISA,5028,179.33,6.28,163.19,USD,SETTLED,BATCH-6015
AUTH151228,TXN-202409-0379,2024-09-14,Datafast,VISA,2134,39.86,1.4,36.27,USD,SETTLED,BATCH-7460
AUTH648675,TXN-202409-0380,2024-09-09,Datafast,VISA,2865,71.46,2.5,65.03,USD,SETTLED,BATCH-6217
AUTH946703,TXN-202409-0381,2024-09-26,PayPhone,MASTERCARD,7402,46.6,1.77,42.26,USD,SETTLED,BATCH-8397
AUTH363684,TXN-202409-0382,2024-09-07,Datafast,VISA,8839,52.68,1.84,47.94,USD,SETTLED,BATCH-5327
AUTH737543,TXN-202409-0383,2024-09-14,Datafast,DINERS,9963,305.76,10.7,278.24,USD,SETTLED,BATCH-5470
AUTH952595,TXN-202409-0384,2024-09-10,Datafast,VISA,8238,67.2,2.35,61.16,USD,SETTLED,BATCH-7185
AUTH359018,TXN-202409-0385,2024-09-20,PayPhone,VISA,1393,1705.47,64.81,1546.86,USD,SETTLED,BATCH-7099
AUTH200291,TXN-202409-0386,2024-09-19,PayPhone,VISA,7330,52.42,1.99,47.55,USD,SETTLED,BATCH-4518
AUTH443272,TXN-202409-0387,2024-09-03,Datafast,VISA,8828,10.25,0.36,9.33,USD,SETTLED,BATCH-3963
AUTH309864,TXN-202409-0388,2024-09-29,Medianet,AMEX,8005,499.5,15.98,456.04,USD,SETTLED,BATCH-7140
AUTH732419,TXN-202409-0389,2024-09-11,Datafast,MASTERCARD,4350,451.25,15.79,410.64,USD,SETTLED,BATCH-6194
AUTH653522,TXN-202409-0390,2024-09-11,Datafast,MASTERCARD,6493,23.44,0.82,21.34,USD,SETTLED,BATCH-5590
AUTH882275,TXN-202409-0391,2024-09-05,Datafast,DINERS,5031,73.55,2.57,66.93,USD,SETTLED,BATCH-5692
AUTH298809,TXN-202409-0392,2024-09-06,PayPhone,MASTERCARD,3219,5.72,0.22,5.18,USD,SETTLED,BATCH-2251
AUTH901569,TXN-202409-0393,2024-09-03,Medianet,MASTERCARD,3476,34.46,1.1,31.47,USD,SETTLED,BATCH-2792
AUTH728611,TXN-202409-0394,2024-09-15,Medianet,MASTERCARD,4250,422.74,13.53,385.96,USD,SETTLED,BATCH-9532
AUTH188749,TXN-202409-0395,2024-09-13,Datafast,DINERS,8967,50.1,2.09,45.27,USD,SETTLED,BATCH-2598
AUTH262275,TXN-202409-0396,2024-09-12,PayPhone,AMEX,3016,811.91,30.85,736.4,USD,SETTLED,BATCH-9721
AUTH232177,TXN-202409-0397,2024-09-30,Datafast,VISA,9833,26.09,0.91,23.75,USD,SETTLED,BATCH-6613
AUTH522000,TXN-202409-0398,2024-09-23,Datafast,VISA,6828,207.33,7.26,188.67,USD,SETTLED,BATCH-2398
AUTH110321,TXN-202409-0399,2024-09-29,Datafast,VISA,3544,26.06,0.91,23.72,USD,SETTLED,BATCH-4503
AUTH130755,TXN-202409-0400,2024-09-13,Medianet,VISA,2173,66.58,2.13,60.78,USD,SETTLED,BATCH-7259
AUTH104633,TXN-202409-0401,2024-09-22,PayPhone,MASTERCARD,3261,46.38,1.76,42.07,USD,SETTLED,BATCH-8375
AUTH169728,TXN-202409-0402,2024-09-05,Medianet,MASTERCARD,7202,107.45,3.44,98.1,USD,SETTLED,BATCH-4073
AUTH403660,TXN-202409-0403,2024-09-17,Datafast,VISA,9467,175.75,6.15,159.93,USD,SETTLED,BATCH-9375
AUTH411941,TXN-202409-0404,2024-09-23,Medianet,VISA,5660,496.62,15.89,453.41,USD,SETTLED,BATCH-1299
AUTH152083,TXN-202409-0405,2024-09-14,Medianet,VISA,9398,270.65,8.66,247.1,USD,SETTLED,BATCH-6539
AUTH784061,TXN-202409-0406,2024-09-28,Medianet,MASTERCARD,7023,215.66,6.9,196.9,USD,SETTLED,BATCH-3365
AUTH790198,TXN-202409-0407,2024-09-25,Datafast,MASTERCARD,7784,32.11,1.12,29.23,USD,SETTLED,BATCH-1949
AUTH832320,TXN-202409-0408,2024-09-15,PayPhone,VISA,4615,36.5,1.39,33.11,USD,SETTLED,BATCH-4376
AUTH589066,TXN-202409-0409,2024-09-01,Datafast,VISA,9158,47.89,1.68,43.57,USD,SETTLED,BATCH-9845
AUTH518272,TXN-202409-0410,2024-09-07,Datafast,MASTERCARD,2372,2792.49,97.74,2541.17,USD,SETTLED,BATCH-2642
AUTH253924,TXN-202409-0411,2024-09-14,Datafast,VISA,2361,91.71,3.21,83.45,USD,SETTLED,BATCH-4545
AUTH980883,TXN-202409-0412,2024-09-04,Medianet,MASTERCARD,5686,23.78,0.76,21.71,USD,SETTLED,BATCH-8283
AUTH746908,TXN-202409-0413,2024-09-26,Datafast,VISA,3494,30.02,1.05,27.32,USD,SETTLED,BATCH-8026
AUTH859564,TXN-202409-0414,2024-09-21,PayPhone,MASTERCARD,6104,400.92,15.23,363.64,USD,SETTLED,BATCH-9404
AUTH883278,TXN-202409-0415,2024-09-11,Medianet,VISA,4154,7.5,0.24,6.85,USD,SETTLED,BATCH-5930
AUTH170609,TXN-202409-0416,2024-09-10,Datafast,VISA,1353,1604.8,56.17,1460.36,USD,SETTLED,BATCH-2633
AUTH930901,TXN-202409-0417,2024-09-10,Medianet,VISA,1656,314.89,10.08,287.49,USD,SETTLED,BATCH-9799
AUTH419773,TXN-202409-0418,2024-09-26,Datafast,MASTERCARD,1473,69.84,2.44,63.56,USD,SETTLED,BATCH-5578
AUTH877195,TXN-202409-0419,2024-09-20,Medianet,VISA,5011,37.11,1.19,33.88,USD,SETTLED,BATCH-9137
AUTH783737,TXN-202409-0420,2024-09-17,Datafast,MASTERCARD,8431,90.91,3.18,82.73,USD,SETTLED,BATCH-2315
AUTH793459,TXN-202409-0421,2024-09-19,Medianet,VISA,6515,58.5,1.87,53.42,USD,SETTLED,BATCH-5262
AUTH337847,TXN-202409-0422,2024-09-16,PayPhone,VISA,5024,31.65,1.2,28.71,USD,SETTLED,BATCH-7258
AUTH994337,TXN-202409-0423,2024-09-05,Medianet,VISA,9812,8.31,0.27,7.59,USD,SETTLED,BATCH-3204
AUTH135395,TXN-202409-0424,2024-09-19,Medianet,MASTERCARD,3433,230.25,7.37,210.22,USD,SETTLED,BATCH-3716
AUTH398051,TXN-202409-0425,2024-09-12,Medianet,VISA,4986,30.72,0.98,28.05,USD,SETTLED,BATCH-1457
AUTH866602,TXN-202409-0426,2024-09-27,Medianet,MASTERCARD,2198,22.8,0.73,20.81,USD,SETTLED,BATCH-2220
AUTH691420,TXN-202409-0427,2024-09-30,PayPhone,VISA,4394,20.03,0.76,18.17,USD,SETTLED,BATCH-5276
AUTH174152,TXN-202409-0428,2024-09-15,Medianet,VISA,3346,371.81,11.9,339.46,USD,SETTLED,BATCH-9556
AUTH328303,TXN-202409-0429,2024-09-10,Medianet,AMEX,5254,220.98,7.07,201.76,USD,SETTLED,BATCH-4994
AUTH415117,TXN-202409-0430,2024-09-16,Datafast,VISA,8165,462.43,16.19,420.81,USD,SETTLED,BATCH-4249
AUTH223950,TXN-202409-0431,2024-09-07,PayPhone,MASTERCARD,6645,275.95,10.49,250.28,USD,SETTLED,BATCH-4980
AUTH117493,TXN-202409-0432,2024-09-13,Datafast,MASTERCARD,9228,419.05,14.67,381.33,USD,SETTLED,BATCH-6302
AUTH314040,TXN-202409-0433,2024-09-12,Datafast,AMEX,7227,5.74,0.2,5.22,USD,SETTLED,BATCH-5373
AUTH641679,TXN-202409-0434,2024-09-30,Medianet,VISA,7225,52.35,1.68,47.79,USD,SETTLED,BATCH-1977
AUTH950948,TXN-202409-0435,2024-09-29,Datafast,VISA,4419,18.06,0.63,16.44,USD,SETTLED,BATCH-2596
AUTH702838,TXN-202409-0436,2024-09-01,Medianet,VISA,3077,154.99,4.96,141.51,USD,SETTLED,BATCH-2823
AUTH619785,TXN-202409-0437,2024-09-13,PayPhone,AMEX,8843,55.81,2.49,50.25,USD,SETTLED,BATCH-4024
AUTH437009,TXN-202409-0438,2024-09-08,Medianet,VISA,9771,1262.68,40.41,1152.82,USD,SETTLED,BATCH-8256
AUTH259704,TXN-202409-0439,2024-09-20,PayPhone,MASTERCARD,5224,2942.75,111.82,2669.08,USD,SETTLED,BATCH-3768
AUTH766441,TXN-202409-0440,2024-09-26,PayPhone,VISA,2692,74.31,2.82,67.41,USD,SETTLED,BATCH-9875
AUTH984596,TXN-202409-0441,2024-09-21,Datafast,VISA,9042,49.97,1.75,45.47,USD,SETTLED,BATCH-4392
AUTH669968,TXN-202409-0442,2024-09-10,PayPhone,MASTERCARD,4304,438.86,16.68,398.05,USD,SETTLED,BATCH-7376
AUTH592911,TXN-202409-0443,2024-09-28,Datafast,VISA,9141,446.6,15.63,406.4,USD,SETTLED,BATCH-1187
AUTH238826,TXN-202409-0444,2024-09-16,PayPhone,AMEX,7762,11.11,0.42,10.08,USD,SETTLED,BATCH-4204
AUTH134783,TXN-202409-0445,2024-09-25,Medianet,VISA,6611,71.18,2.28,64.99,USD,SETTLED,BATCH-1026
AUTH720166,TXN-202409-0446,2024-09-17,Datafast,MASTERCARD,2172,58.44,2.05,53.18,USD,SETTLED,BATCH-9325
AUTH742669,TXN-202409-0447,2024-09-21,Datafast,DINERS,6584,48.59,1.7,44.21,USD,SETTLED,BATCH-8891
AUTH666384,TXN-202409-0448,2024-09-08,Medianet,VISA,4445,269.87,8.64,246.39,USD,SETTLED,BATCH-7469
AUTH555898,TXN-202409-0449,2024-09-27,Datafast,VISA,9581,16.79,0.59,15.27,USD,SETTLED,BATCH-5769
AUTH775731,TXN-202409-0450,2024-09-17,Datafast,VISA,3284,203.92,7.14,185.56,USD,SETTLED,BATCH-8679
AUTH443120,TXN-202409-0451,2024-09-15,Datafast,VISA,1675,30.23,1.06,27.51,USD,SETTLED,BATCH-8911
AUTH973278,TXN-202409-0452,2024-09-01,Datafast,VISA,2544,25.48,0.89,23.19,USD,SETTLED,BATCH-1757
AUTH803973,TXN-202409-0453,2024-09-10,Datafast,VISA,2611,72.61,2.54,66.07,USD,SETTLED,BATCH-1173
AUTH502385,TXN-202409-0454,2024-09-04,Medianet,MASTERCARD,5502,469.17,15.01,428.36,USD,SETTLED,BATCH-7910
AUTH411555,TXN-202409-0455,2024-09-11,Datafast,VISA,1496,19.75,0.69,17.97,USD,SETTLED,BATCH-8916
AUTH267529,TXN-202409-0456,2024-09-23,Datafast,AMEX,7354,195.28,6.83,177.71,USD,SETTLED,BATCH-8135
AUTH878339,TXN-202409-0457,2024-09-30,PayPhone,DINERS,6785,390.72,14.85,354.38,USD,SETTLED,BATCH-2776
AUTH924080,TXN-202409-0458,2024-09-13,Datafast,VISA,3681,408.91,14.31,372.11,USD,SETTLED,BATCH-9904
AUTH799535,TXN-202409-0459,2024-09-25,PayPhone,MASTERCARD,8011,54.06,2.05,49.04,USD,SETTLED,BATCH-4886
AUTH831166,TXN-202409-0460,2024-09-08,PayPhone,VISA,7437,168.15,6.39,152.51,USD,SETTLED,BATCH-8619
AUTH242011,TXN-202409-0461,2024-09-11,Medianet,MASTERCARD,5797,66.08,2.11,60.34,USD,SETTLED,BATCH-7180
AUTH411271,TXN-202409-0462,2024-09-07,Datafast,VISA,4014,373.14,13.06,339.56,USD,SETTLED,BATCH-3365
AUTH111908,TXN-202409-0463,2024-09-05,Datafast,MASTERCARD,8062,48.31,1.69,43.97,USD,SETTLED,BATCH-7114
AUTH445512,TXN-202409-0464,2024-09-11,PayPhone,VISA,8292,430.41,16.36,390.38,USD,SETTLED,BATCH-1042
AUTH751254,TXN-202409-0465,2024-09-18,Datafast,MASTERCARD,4609,63.4,2.22,57.7,USD,SETTLED,BATCH-8916
AUTH843881,TXN-202409-0466,2024-09-05,Datafast,VISA,7042,467.3,16.36,425.24,USD,SETTLED,BATCH-7898
AUTH780488,TXN-202409-0467,2024-09-13,Medianet,MASTERCARD,2042,1934.7,61.91,1766.38,USD,SETTLED,BATCH-8909
AUTH258682,TXN-202409-0468,2024-09-04,Datafast,VISA,3367,19.13,0.67,17.41,USD,SETTLED,BATCH-2076
AUTH158312,TXN-202409-0469,2024-09-04,Medianet,VISA,8992,119.16,3.81,108.8,USD,SETTLED,BATCH-7816
AUTH643781,TXN-202409-0470,2024-09-06,Medianet,VISA,3999,285.22,9.13,260.41,USD,SETTLED,BATCH-4039
AUTH291523,TXN-202409-0471,2024-09-22,Datafast,DINERS,5581,22.48,0.79,20.46,USD,SETTLED,BATCH-2536
AUTH344876,TXN-202409-0472,2024-09-28,Datafast,VISA,6176,17.89,0.63,16.27,USD,SETTLED,BATCH-9175
AUTH453195,TXN-202409-0473,2024-09-24,Datafast,DINERS,6659,36.38,1.27,33.11,USD,SETTLED,BATCH-3413
AUTH972049,TXN-202409-0474,2024-09-10,Datafast,AMEX,4614,70.28,2.46,63.96,USD,SETTLED,BATCH-1684
AUTH343403,TXN-202409-0475,2024-09-10,PayPhone,MASTERCARD,5078,48.13,1.83,43.65,USD,SETTLED,BATCH-5619
AUTH132485,TXN-202409-0476,2024-09-05,Datafast,MASTERCARD,9011,20.13,0.7,18.32,USD,SETTLED,BATCH-9939
AUTH697927,TXN-202409-0477,2024-09-30,Datafast,VISA,6987,300.86,10.53,273.78,USD,SETTLED,BATCH-9577
AUTH608013,TXN-202409-0478,2024-09-10,PayPhone,VISA,7426,389.66,14.81,353.42,USD,SETTLED,BATCH-9456
AUTH547349,TXN-202409-0479,2024-09-10,PayPhone,VISA,6144,378.89,14.4,343.65,USD,SETTLED,BATCH-7467
AUTH548902,TXN-202409-0480,2024-09-29,Medianet,AMEX,7322,23.69,0.76,21.62,USD,SETTLED,BATCH-1808
AUTH738196,TXN-202409-0481,2024-09-19,Medianet,VISA,8688,958.61,30.68,875.2,USD,SETTLED,BATCH-5911
AUTH939279,TXN-202409-0482,2024-09-09,Datafast,DINERS,7729,70.29,2.46,63.97,USD,SETTLED,BATCH-2687
AUTH207274,TXN-202409-0483,2024-09-29,Medianet,MASTERCARD,5262,59.49,1.9,54.32,USD,SETTLED,BATCH-9208
AUTH752618,TXN-202409-0484,2024-09-12,PayPhone,VISA,9666,130.92,4.97,118.75,USD,SETTLED,BATCH-7388
AUTH373698,TXN-202409-0485,2024-09-06,Medianet,MASTERCARD,8230,252.24,8.07,230.3,USD,SETTLED,BATCH-4643
AUTH685838,TXN-202409-0486,2024-09-22,Datafast,VISA,9377,52.91,1.85,48.15,USD,SETTLED,BATCH-1732
AUTH750579,TXN-202409-0487,2024-09-02,Datafast,VISA,5808,19.58,0.69,17.81,USD,SETTLED,BATCH-4705
AUTH520142,TXN-202409-0488,2024-09-15,Datafast,MASTERCARD,7977,55.27,1.93,50.3,USD,SETTLED,BATCH-3651
AUTH231179,TXN-202409-0489,2024-09-15,Datafast,VISA,3617,379.7,13.29,345.52,USD,SETTLED,BATCH-7342
AUTH695994,TXN-202409-0490,2024-09-20,Datafast,VISA,3698,67.89,2.38,61.77,USD,SETTLED,BATCH-5872
AUTH967469,TXN-202409-0491,2024-09-22,Datafast,VISA,5565,150.75,5.28,137.18,USD,SETTLED,BATCH-6382
AUTH914521,TXN-202409-0492,2024-09-02,Medianet,VISA,5718,21.25,0.68,19.4,USD,SETTLED,BATCH-7563
AUTH671682,TXN-202409-0493,2024-09-17,Medianet,VISA,7022,52.61,1.68,-48.03,USD,CHARGEBACK,BATCH-5205
AUTH956114,TXN-202409-0494,2024-09-15,Medianet,MASTERCARD,2971,56.78,1.82,51.83,USD,SETTLED,BATCH-8035
AUTH135604,TXN-202409-0495,2024-09-08,Medianet,VISA,1355,20.13,0.64,18.38,USD,SETTLED,BATCH-8655
AUTH780562,TXN-202409-0496,2024-09-01,PayPhone,VISA,6027,7.1,0.27,6.44,USD,SETTLED,BATCH-5890
AUTH998951,TXN-202409-0497,2024-09-04,PayPhone,MASTERCARD,7664,76.91,2.92,69.76,USD,SETTLED,BATCH-2788
AUTH487995,TXN-202409-0498,2024-09-11,Datafast,VISA,3262,13.08,0.46,11.9,USD,SETTLED,BATCH-2365
AUTH521840,TXN-202409-0499,2024-09-14,Medianet,VISA,6159,45.63,1.46,41.66,USD,SETTLED,BATCH-7574
AUTH659885,TXN-202409-0500,2024-09-21,Datafast,VISA,1095,6.12,0.21,5.57,USD,SETTLED,BATCH-1606
AUTH238106,TXN-202410-0001,2024-10-09,Datafast,VISA,7771,54.35,1.9,49.46,USD,SETTLED,BATCH-6290
AUTH104523,TXN-202410-0002,2024-10-25,Medianet,VISA,3123,252.66,8.09,230.67,USD,SETTLED,BATCH-4779
AUTH189312,TXN-202410-0003,2024-10-30,Datafast,DINERS,7861,412.33,14.43,375.23,USD,SETTLED,BATCH-1334
AUTH596876,TXN-202410-0004,2024-10-23,Datafast,DINERS,6357,492.19,17.23,447.89,USD,SETTLED,BATCH-7339
AUTH790887,TXN-202410-0005,2024-10-21,Medianet,DINERS,7276,219.46,7.02,200.37,USD,SETTLED,BATCH-5098
AUTH482201,TXN-202410-0006,2024-10-20,Datafast,AMEX,9746,30.13,1.05,27.42,USD,SETTLED,BATCH-1543
AUTH357954,TXN-202410-0007,2024-10-23,Datafast,MASTERCARD,6469,291.44,10.2,265.22,USD,SETTLED,BATCH-8971
AUTH758450,TXN-202410-0008,2024-10-24,Datafast,MASTERCARD,2799,209.72,7.34,190.84,USD,SETTLED,BATCH-1253
AUTH102913,TXN-202410-0009,2024-10-10,Medianet,MASTERCARD,3342,33.09,1.35,29.92,USD,SETTLED,BATCH-4759
AUTH570359,TXN-202410-0010,2024-10-20,Datafast,VISA,1888,74.26,2.6,67.58,USD,SETTLED,BATCH-5888
AUTH745594,TXN-202410-0011,2024-10-25,Medianet,VISA,7909,53.27,1.7,48.64,USD,SETTLED,BATCH-3141
AUTH528334,TXN-202410-0012,2024-10-01,Medianet,DINERS,3070,201.15,6.44,183.65,USD,SETTLED,BATCH-6509
AUTH528909,TXN-202410-0013,2024-10-30,PayPhone,VISA,8328,45.45,1.73,41.22,USD,SETTLED,BATCH-2875
AUTH205386,TXN-202410-0014,2024-10-28,PayPhone,AMEX,7846,173.43,6.59,157.31,USD,SETTLED,BATCH-8383
AUTH651752,TXN-202410-0015,2024-10-16,Medianet,VISA,9064,107.14,3.43,97.82,USD,SETTLED,BATCH-1869
AUTH551530,TXN-202410-0016,2024-10-05,PayPhone,VISA,3938,2845.69,108.14,2581.03,USD,SETTLED,BATCH-3021
AUTH699650,TXN-202410-0017,2024-10-17,Datafast,MASTERCARD,4791,165.84,5.8,150.92,USD,SETTLED,BATCH-2132
AUTH449391,TXN-202410-0018,2024-10-14,Datafast,VISA,6235,19.82,0.69,18.04,USD,SETTLED,BATCH-7123
AUTH603622,TXN-202410-0019,2024-10-07,Medianet,VISA,1356,486.44,15.57,444.12,USD,SETTLED,BATCH-2635
AUTH260364,TXN-202410-0020,2024-10-13,PayPhone,VISA,8222,1398.95,53.16,1268.85,USD,SETTLED,BATCH-4077
AUTH894501,TXN-202410-0021,2024-10-05,Datafast,VISA,4530,262.04,11.9,235.73,USD,SETTLED,BATCH-7506
AUTH901616,TXN-202410-0022,2024-10-30,Datafast,VISA,5217,398.72,13.96,362.83,USD,SETTLED,BATCH-9926
AUTH783291,TXN-202410-0023,2024-10-15,Medianet,VISA,5412,188.06,6.02,171.7,USD,SETTLED,BATCH-3329
AUTH868123,TXN-202410-0024,2024-10-05,Datafast,VISA,3268,110.21,3.86,100.29,USD,SETTLED,BATCH-7410
AUTH773138,TXN-202410-0025,2024-10-17,Datafast,VISA,2195,5.96,0.21,5.42,USD,SETTLED,BATCH-8611
AUTH908707,TXN-202410-0026,2024-10-24,Medianet,VISA,3146,2850.71,91.22,2602.71,USD,SETTLED,BATCH-1176
AUTH404485,TXN-202410-0027,2024-10-29,Datafast,VISA,2806,678.09,23.73,617.07,USD,SETTLED,BATCH-8575
AUTH990843,TXN-202410-0028,2024-10-25,PayPhone,VISA,5934,905.91,34.42,821.66,USD,SETTLED,BATCH-5542
AUTH987750,TXN-202410-0029,2024-10-23,PayPhone,MASTERCARD,8161,226.4,8.6,205.35,USD,SETTLED,BATCH-3869
AUTH107054,TXN-202410-0030,2024-10-14,Medianet,VISA,7082,33.9,1.08,30.95,USD,SETTLED,BATCH-2931
AUTH424660,TXN-202410-0031,2024-10-23,Datafast,VISA,1071,1403.54,49.12,1277.22,USD,SETTLED,BATCH-6441
AUTH359951,TXN-202410-0032,2024-10-31,Datafast,MASTERCARD,4048,50.41,1.76,45.88,USD,SETTLED,BATCH-5040
AUTH934040,TXN-202410-0033,2024-10-06,Datafast,VISA,3414,358.29,12.54,326.05,USD,SETTLED,BATCH-2097
AUTH422283,TXN-202410-0034,2024-10-23,Datafast,VISA,4209,241.43,8.45,219.71,USD,SETTLED,BATCH-5079
AUTH614591,TXN-202410-0035,2024-10-06,PayPhone,VISA,5795,2690.02,102.22,2439.85,USD,SETTLED,BATCH-7520
AUTH370142,TXN-202410-0036,2024-10-13,Datafast,VISA,9084,2146.22,75.12,1953.06,USD,SETTLED,BATCH-3269
AUTH226370,TXN-202410-0037,2024-10-03,Datafast,VISA,8560,385.61,13.5,350.9,USD,SETTLED,BATCH-6585
AUTH845350,TXN-202410-0038,2024-10-24,Medianet,MASTERCARD,1102,15.7,0.5,14.33,USD,SETTLED,BATCH-3815
AUTH271302,TXN-202410-0039,2024-10-27,PayPhone,VISA,5700,79.03,3.0,71.68,USD,SETTLED,BATCH-7578
AUTH433434,TXN-202410-0040,2024-10-21,Datafast,VISA,6650,300.48,10.52,273.44,USD,SETTLED,BATCH-1056
AUTH336494,TXN-202410-0041,2024-10-07,Medianet,VISA,9073,57.8,1.85,52.77,USD,SETTLED,BATCH-3303
AUTH176066,TXN-202410-0042,2024-10-06,Datafast,DINERS,8596,66.08,2.31,60.14,USD,SETTLED,BATCH-3854
AUTH788545,TXN-202410-0043,2024-10-29,Datafast,VISA,3243,188.93,6.61,171.93,USD,SETTLED,BATCH-2852
AUTH303603,TXN-202410-0044,2024-10-03,Datafast,AMEX,7120,52.73,1.85,47.98,USD,SETTLED,BATCH-7937
AUTH605583,TXN-202410-0045,2024-10-08,Datafast,VISA,2904,7.22,0.25,6.58,USD,SETTLED,BATCH-1410
AUTH792559,TXN-202410-0046,2024-10-31,Datafast,MASTERCARD,9515,24.96,0.87,22.72,USD,SETTLED,BATCH-9356
AUTH748725,TXN-202410-0047,2024-10-26,Medianet,MASTERCARD,5772,20.83,0.67,19.01,USD,SETTLED,BATCH-8462
AUTH431086,TXN-202410-0048,2024-10-16,Datafast,MASTERCARD,1850,1164.59,40.76,1059.77,USD,SETTLED,BATCH-7010
AUTH991730,TXN-202410-0049,2024-10-11,Medianet,MASTERCARD,8519,56.14,1.8,51.25,USD,SETTLED,BATCH-5527
AUTH524363,TXN-202410-0050,2024-10-02,PayPhone,DINERS,1396,238.94,9.08,216.72,USD,SETTLED,BATCH-9427
AUTH201641,TXN-202410-0051,2024-10-13,PayPhone,AMEX,4335,70.29,2.67,63.76,USD,SETTLED,BATCH-1171
