liquidation_id,bank_reference,transaction_id,settlement_date,transaction_date,gateway,card_type,card_last4,gross_amount,commission_amount,vat_retention,income_retention,net_amount,status,chargeback_flag,original_transaction_id
LIQ-01299,BNK150429,TXN-202409-0299,2024-09-06,2024-09-03,Datafast,AMEX,3322,168.65,5.9,7.59,1.69,153.47,SETTLED,0,
LIQ-01300,BNK583607,TXN-202409-0300,2024-09-02,2024-09-01,PayPhone,VISA,3065,262.2,9.96,11.8,2.62,237.82,SETTLED,0,
LIQ-01301,BNK681023,TXN-202409-0301,2024-09-16,2024-09-13,Datafast,VISA,2914,273.27,9.56,12.3,2.73,248.68,SETTLED,0,
LIQ-01302,BNK467373,TXN-202409-0302,2024-09-22,2024-09-20,PayPhone,MASTERCARD,6301,51.39,1.95,2.31,0.51,46.62,SETTLED,0,
LIQ-01303,BNK958784,TXN-202409-0303,2024-09-04,2024-09-03,Medianet,DINERS,6639,417.95,13.37,18.81,4.18,381.59,SETTLED,0,
LIQ-01304,BNK766430,TXN-202409-0304,2024-09-08,2024-09-07,Datafast,VISA,8146,372.33,13.03,16.75,3.72,338.83,SETTLED,0,
LIQ-01305,BNK277003,TXN-202409-0305,2024-09-24,2024-09-21,Datafast,MASTERCARD,8826,263.03,9.21,11.84,2.63,239.35,SETTLED,0,
LIQ-01306,BNK486395,TXN-202409-0306,2024-09-02,2024-09-01,Datafast,VISA,3243,40.55,1.42,1.82,0.41,36.9,SETTLED,0,
LIQ-01307,BNK377586,TXN-202409-0307,2024-09-17,2024-09-16,Datafast,VISA,6167,484.82,16.97,21.82,4.85,441.18,SETTLED,0,
LIQ-01308,BNK639026,TXN-202409-0308,2024-09-29,2024-09-27,PayPhone,MASTERCARD,7970,47.71,1.81,2.15,0.48,43.27,SETTLED,0,
LIQ-01309,BNK283320,TXN-202409-0309,2024-09-16,2024-09-14,Datafast,VISA,3920,379.5,13.28,17.08,3.79,345.35,SETTLED,0,
LIQ-01310,BNK424809,TXN-202409-0310,2024-09-18,2024-09-16,Medianet,MASTERCARD,4018,202.13,6.47,9.1,2.02,184.54,SETTLED,0,
LIQ-01311,BNK234130,TXN-202409-0311,2024-09-29,2024-09-27,Datafast,MASTERCARD,3962,365.04,12.78,16.43,3.65,332.18,SETTLED,0,
LIQ-01312,BNK229400,TXN-202409-0312,2024-09-19,2024-09-18,Datafast,VISA,3046,48.23,1.69,2.17,0.48,43.89,SETTLED,0,
LIQ-01313,BNK804380,TXN-202409-0313,2024-09-23,2024-09-20,Datafast,MASTERCARD,1129,129.12,4.52,5.81,1.29,117.5,SETTLED,0,
LIQ-01314,BNK684572,TXN-202409-0314,2024-09-09,2024-09-07,Datafast,MASTERCARD,6435,26.6,0.93,1.2,0.27,24.2,SETTLED,0,
LIQ-01315,BNK828462,TXN-202409-0315,2024-09-14,2024-09-11,Datafast,VISA,4865,73.18,2.56,3.29,0.73,66.6,SETTLED,0,
LIQ-01316,BNK887667,TXN-202409-0316,2024-09-27,2024-09-24,PayPhone,MASTERCARD,4530,71.24,2.71,3.21,0.71,64.61,SETTLED,0,
LIQ-01317,BNK343857,TXN-202409-0317,2024-09-14,2024-09-12,Datafast,VISA,5831,2131.25,74.59,95.91,21.31,1939.44,SETTLED,0,
LIQ-01318,BNK627918,TXN-202409-0318,2024-09-25,2024-09-24,Medianet,AMEX,8202,198.63,6.36,8.94,1.99,181.34,SETTLED,0,
LIQ-01319,BNK440052,TXN-202409-0319,2024-09-06,2024-09-04,Medianet,VISA,1481,50.43,1.61,2.27,0.5,46.05,SETTLED,0,
LIQ-01320,BNK365518,TXN-202409-0320,2024-09-03,2024-09-01,PayPhone,VISA,5237,46.76,1.78,2.1,0.47,42.41,SETTLED,0,
LIQ-01321,BNK479615,TXN-202409-0321,2024-10-02,2024-09-29,PayPhone,VISA,9174,67.1,2.55,3.02,0.67,60.86,SETTLED,0,
LIQ-01322,BNK935626,TXN-202409-0322,2024-09-07,2024-09-04,Datafast,VISA,6034,51.32,1.8,2.31,0.51,46.7,SETTLED,0,
LIQ-01323,BNK888971,TXN-202409-0323,2024-09-05,2024-09-02,Datafast,VISA,8870,31.64,1.11,1.42,0.32,28.79,SETTLED,0,
LIQ-01324,BNK381390,TXN-202409-0324,2024-09-23,2024-09-22,Datafast,VISA,7370,296.46,10.38,13.34,2.96,269.78,SETTLED,0,
LIQ-01325,BNK149439,TXN-202409-0325,2024-09-28,2024-09-27,Medianet,DINERS,5973,39.29,1.26,1.77,0.39,35.87,SETTLED,0,
LIQ-01326,BNK132962,TXN-202409-0326,2024-09-07,2024-09-04,PayPhone,MASTERCARD,9866,440.52,16.74,19.82,4.41,399.55,SETTLED,0,
LIQ-01327,BNK808649,TXN-202409-0327,2024-10-02,2024-09-30,Datafast,VISA,5727,445.77,15.6,20.06,4.46,405.65,SETTLED,0,
LIQ-01328,BNK550087,TXN-202409-0328,2024-09-25,2024-09-24,Datafast,VISA,6335,42.94,1.5,1.93,0.43,39.08,SETTLED,0,
LIQ-01329,BNK366825,TXN-202409-0329,2024-09-09,2024-09-07,Datafast,VISA,7100,131.65,4.61,5.92,1.32,119.8,SETTLED,0,
LIQ-01330,BNK420343,TXN-202409-0330,2024-09-18,2024-09-16,PayPhone,MASTERCARD,4650,67.61,2.57,3.04,0.68,61.32,SETTLED,0,
LIQ-01331,BNK784532,TXN-202409-0331,2024-09-16,2024-09-14,Datafast,VISA,8161,58.64,2.05,2.64,0.59,53.36,SETTLED,0,
LIQ-01332,BNK485275,TXN-202409-0332,2024-09-27,2024-09-26,Medianet,VISA,6345,302.45,9.68,13.61,3.02,276.14,SETTLED,0,
LIQ-01333,BNK399061,TXN-202409-0333,2024-10-01,2024-09-28,Datafast,VISA,3797,2745.16,96.08,123.53,27.45,2498.1,SETTLED,0,
LIQ-01334,BNK783888,TXN-202409-0334,2024-09-04,2024-09-01,Medianet,VISA,2579,15.92,0.51,0.72,0.16,14.53,SETTLED,0,
LIQ-01335,BNK589919,TXN-202409-0335,2024-09-26,2024-09-25,PayPhone,DINERS,4797,28.61,1.09,1.29,0.29,25.94,SETTLED,0,
LIQ-01336,BNK454984,TXN-202409-0336,2024-09-08,2024-09-05,Datafast,VISA,9755,74.19,2.6,3.34,0.74,67.51,SETTLED,0,
LIQ-01337,BNK875702,TXN-202409-0337,2024-09-19,2024-09-17,Datafast,MASTERCARD,4690,357.35,12.51,16.08,3.57,325.19,SETTLED,0,
LIQ-01338,BNK252716,TXN-202409-0338,2024-09-27,2024-09-24,Datafast,AMEX,6120,446.89,15.64,20.11,4.47,406.67,SETTLED,0,
LIQ-01339,BNK306369,TXN-202409-0339,2024-09-21,2024-09-20,Datafast,VISA,1100,458.09,16.03,20.61,4.58,416.87,SETTLED,0,
LIQ-01340,BNK986581,TXN-202409-0340,2024-09-29,2024-09-26,Medianet,VISA,9013,45.83,1.47,2.06,0.46,41.84,SETTLED,0,
LIQ-01341,BNK180429,TXN-202409-0341,2024-09-14,2024-09-13,Medianet,MASTERCARD,2340,408.26,13.06,18.37,4.08,372.75,SETTLED,0,
LIQ-01342,BNK216815,TXN-202409-0342,2024-09-27,2024-09-24,PayPhone,VISA,3247,34.25,1.3,1.54,0.34,31.07,SETTLED,0,
LIQ-01343,BNK246741,TXN-202409-0343,2024-09-20,2024-09-17,PayPhone,MASTERCARD,5709,21.03,0.8,0.95,0.21,19.07,SETTLED,0,
LIQ-01344,BNK302950,TXN-202409-0344,2024-10-02,2024-09-29,Datafast,VISA,6456,89.84,3.14,4.04,0.9,81.76,SETTLED,0,
LIQ-01345,BNK261652,TXN-202409-0345,2024-09-18,2024-09-17,Medianet,VISA,6696,385.13,12.32,17.33,3.85,351.63,SETTLED,0,
LIQ-01346,BNK847556,TXN-202409-0346,2024-09-05,2024-09-04,Medianet,AMEX,4574,43.06,1.38,1.94,0.43,39.31,SETTLED,0,
LIQ-01347,BNK569184,TXN-202409-0347,2024-09-03,2024-09-01,Medianet,DINERS,2665,47.93,1.53,2.16,0.48,43.76,SETTLED,0,
LIQ-01348,BNK399332,TXN-202409-0348,2024-09-26,2024-09-23,Datafast,VISA,3723,324.27,11.35,14.59,3.24,295.09,SETTLED,0,
LIQ-01349,BNK907142,TXN-202409-0349,2024-09-25,2024-09-22,Medianet,AMEX,1923,27.44,0.88,1.23,0.27,25.06,SETTLED,0,
LIQ-01350,BNK663365,TXN-202409-0350,2024-09-06,2024-09-04,Medianet,VISA,1054,60.31,1.93,2.71,0.6,55.07,SETTLED,0,
LIQ-01351,BNK744640,TXN-202409-0351,2024-09-08,2024-09-05,Medianet,VISA,5081,270.81,8.67,12.19,2.71,247.24,SETTLED,0,
LIQ-01352,BNK902527,TXN-202409-0352,2024-09-07,2024-09-05,Datafast,VISA,7461,36.87,1.29,1.66,0.37,33.55,SETTLED,0,
LIQ-01353,BNK872254,TXN-202409-0353,2024-09-21,2024-09-18,Datafast,VISA,3092,249.16,12.06,11.21,2.49,223.4,SETTLED,0,
LIQ-01354,BNK866479,TXN-202409-0354,2024-09-18,2024-09-15,Medianet,AMEX,4028,347.31,11.11,15.63,3.47,317.1,SETTLED,0,
LIQ-01355,BNK615116,TXN-202409-0355,2024-09-08,2024-09-05,PayPhone,VISA,2497,2559.53,97.26,115.18,25.6,2321.49,SETTLED,0,
LIQ-01356,BNK815309,TXN-202409-0356,2024-10-01,2024-09-28,Datafast,MASTERCARD,2113,57.84,2.02,2.6,0.58,52.64,SETTLED,0,
LIQ-01357,BNK750945,TXN-202409-0357,2024-09-20,2024-09-18,Datafast,VISA,8738,60.99,2.13,2.74,0.61,55.51,SETTLED,0,
LIQ-01358,BNK869067,TXN-202409-0358,2024-09-15,2024-09-12,PayPhone,VISA,4880,126.34,4.8,5.69,1.26,114.59,SETTLED,0,
LIQ-01359,BNK955217,TXN-202409-0359,2024-09-14,2024-09-12,Datafast,MASTERCARD,3345,27.87,0.98,1.25,0.28,25.36,SETTLED,0,
LIQ-01360,BNK188989,TXN-202409-0360,2024-09-15,2024-09-14,Datafast,VISA,8590,63.78,2.23,2.87,0.64,58.05,SETTLED,0,
LIQ-01361,BNK572645,TXN-202409-0361,2024-09-26,2024-09-24,PayPhone,VISA,9104,18.73,0.71,0.84,0.19,16.99,SETTLED,0,
LIQ-01362,BNK559683,TXN-202409-0362,2024-09-19,2024-09-16,Datafast,MASTERCARD,3573,8.35,0.29,0.38,0.08,7.6,SETTLED,0,
LIQ-01363,BNK911129,TXN-202409-0363,2024-09-30,2024-09-27,Datafast,VISA,7973,33.3,1.17,1.5,0.33,30.3,SETTLED,0,
LIQ-01364,BNK517484,TXN-202409-0364,2024-09-27,2024-09-25,PayPhone,VISA,5435,52.73,2,2.37,0.53,47.83,SETTLED,0,
LIQ-01365,BNK901276,TXN-202409-0365,2024-09-23,2024-09-20,Medianet,VISA,9782,117.51,3.76,5.29,1.18,107.27,SETTLED,0,
LIQ-01366,BNK316300,TXN-202409-0366,2024-09-05,2024-09-02,Medianet,VISA,9938,1347.49,43.12,60.64,13.47,1230.26,SETTLED,0,
LIQ-01367,BNK354695,TXN-202409-0367,2024-09-24,2024-09-23,PayPhone,MASTERCARD,5036,443.7,16.86,19.97,4.44,402.43,SETTLED,0,
LIQ-01368,BNK796776,TXN-202409-0368,2024-09-07,2024-09-04,Medianet,MASTERCARD,6677,315.64,10.1,14.2,3.16,288.18,SETTLED,0,
LIQ-01369,BNK407725,TXN-202409-0369,2024-09-05,2024-09-02,Medianet,VISA,6259,322.28,10.31,14.5,3.22,294.25,SETTLED,0,
LIQ-01370,BNK776399,TXN-202409-0370,2024-09-25,2024-09-22,Medianet,MASTERCARD,6263,6.4,0.2,0.29,0.06,5.85,SETTLED,0,
LIQ-01371,BNK772677,TXN-202409-0371,2024-09-26,2024-09-23,Datafast,VISA,6320,183.02,6.41,8.24,1.83,166.54,SETTLED,0,
LIQ-01372,BNK811477,TXN-202409-0372,2024-09-04,2024-09-02,Datafast,AMEX,3801,248.76,8.71,11.19,2.49,226.37,SETTLED,0,
LIQ-01373,BNK878317,TXN-202409-0373,2024-10-01,2024-09-28,PayPhone,VISA,3964,36.12,1.37,1.63,0.36,32.76,SETTLED,0,
LIQ-01374,BNK274438,TXN-202409-0374,2024-09-08,2024-09-06,Datafast,VISA,6001,12.45,0.44,0.56,0.12,11.33,SETTLED,0,
LIQ-01375,BNK613052,TXN-202409-0375,2024-09-17,2024-09-14,Datafast,VISA,3790,28.01,0.98,1.26,0.28,25.49,SETTLED,0,
LIQ-01376,BNK277965,TXN-202409-0376,2024-09-04,2024-09-02,Datafast,MASTERCARD,6673,7.04,0.25,0.32,0.07,6.4,SETTLED,0,
LIQ-01377,BNK132196,TXN-202409-0377,2024-09-14,2024-09-13,Datafast,VISA,3292,29.32,1.03,1.32,0.29,26.68,SETTLED,0,
LIQ-01378,BNK300936,TXN-202409-0378,2024-09-20,2024-09-17,Datafast,VISA,6122,179.33,6.28,8.07,1.79,163.19,SETTLED,0,
LIQ-01379,BNK973048,TXN-202409-0379,2024-09-15,2024-09-14,Datafast,VISA,2661,39.86,1.4,1.79,0.4,36.27,SETTLED,0,
LIQ-01380,BNK682052,TXN-202409-0380,2024-09-12,2024-09-09,Datafast,VISA,7653,71.46,2.5,3.22,0.71,65.03,SETTLED,0,
LIQ-01381,BNK665073,TXN-202409-0381,2024-09-27,2024-09-26,PayPhone,MASTERCARD,2894,46.6,1.77,2.1,0.47,42.26,SETTLED,0,
LIQ-01382,BNK497941,TXN-202409-0382,2024-09-08,2024-09-07,Datafast,VISA,9230,52.68,1.84,2.37,0.53,47.94,SETTLED,0,
LIQ-01383,BNK818361,TXN-202409-0383,2024-09-17,2024-09-14,Datafast,DINERS,6368,305.76,10.7,13.76,3.06,278.24,SETTLED,0,
LIQ-01384,BNK277960,TXN-202409-0384,2024-09-13,2024-09-10,Datafast,VISA,9015,67.2,2.35,3.02,0.67,61.16,SETTLED,0,
LIQ-01385,BNK959462,TXN-202409-0385,2024-09-22,2024-09-20,PayPhone,VISA,7033,1705.47,64.81,76.75,17.05,1546.86,SETTLED,0,
LIQ-01386,BNK176311,TXN-202409-0386,2024-09-22,2024-09-19,PayPhone,VISA,2376,52.42,1.99,2.36,0.52,47.55,SETTLED,0,
LIQ-01387,BNK597793,TXN-202409-0387,2024-09-05,2024-09-03,Datafast,VISA,8350,10.25,0.36,0.46,0.1,9.33,SETTLED,0,
LIQ-01388,BNK470808,TXN-202409-0388,2024-10-01,2024-09-29,Medianet,AMEX,2090,499.5,15.98,22.48,5,456.04,SETTLED,0,
LIQ-01389,BNK848910,TXN-202409-0389,2024-09-14,2024-09-11,Datafast,MASTERCARD,1896,451.25,15.79,20.31,4.51,410.64,SETTLED,0,
LIQ-01390,BNK113228,TXN-202409-0390,2024-09-13,2024-09-11,Datafast,MASTERCARD,6504,23.44,0.82,1.05,0.23,21.34,SETTLED,0,
LIQ-01391,BNK786874,TXN-202409-0391,2024-09-08,2024-09-05,Datafast,DINERS,1855,73.55,2.57,3.31,0.74,66.93,SETTLED,0,
LIQ-01392,BNK669273,TXN-202409-0392,2024-09-08,2024-09-06,PayPhone,MASTERCARD,9668,5.72,0.22,0.26,0.06,5.18,SETTLED,0,
LIQ-01393,BNK163730,TXN-202409-0393,2024-09-06,2024-09-03,Medianet,MASTERCARD,1772,34.46,1.1,1.55,0.34,31.47,SETTLED,0,
LIQ-01394,BNK940115,TXN-202409-0394,2024-09-18,2024-09-15,Medianet,MASTERCARD,6951,422.74,13.53,19.02,4.23,385.96,SETTLED,0,
LIQ-01395,BNK987928,TXN-202409-0395,2024-09-14,2024-09-13,Datafast,DINERS,6054,50.1,2.09,2.25,0.5,45.25,SETTLED,0,
LIQ-01396,BNK170539,TXN-202409-0396,2024-09-13,2024-09-12,PayPhone,AMEX,2519,811.91,30.85,36.54,8.12,736.4,SETTLED,0,
LIQ-01397,BNK736213,TXN-202409-0397,2024-10-03,2024-09-30,Datafast,VISA,5232,26.09,0.91,1.17,0.26,23.75,SETTLED,0,
LIQ-01398,BNK922123,TXN-202409-0398,2024-09-24,2024-09-23,Datafast,VISA,8343,207.33,7.26,9.33,2.07,188.67,SETTLED,0,
LIQ-01399,BNK505824,TXN-202409-0399,2024-10-02,2024-09-29,Datafast,VISA,8440,26.06,0.91,1.17,0.26,23.72,SETTLED,0,
LIQ-01400,BNK358933,TXN-202409-0400,2024-09-14,2024-09-13,Medianet,VISA,6034,66.58,2.13,3,0.67,60.78,SETTLED,0,
LIQ-01401,BNK966859,TXN-202409-0401,2024-09-25,2024-09-22,PayPhone,MASTERCARD,5411,46.38,1.76,2.09,0.46,42.07,SETTLED,0,
LIQ-01402,BNK143728,TXN-202409-0402,2024-09-08,2024-09-05,Medianet,MASTERCARD,8726,107.45,3.44,4.84,1.07,98.1,SETTLED,0,
LIQ-01403,BNK367313,TXN-202409-0403,2024-09-20,2024-09-17,Datafast,VISA,4773,175.75,6.15,7.91,1.76,159.93,SETTLED,0,
LIQ-01404,BNK444930,TXN-202409-0404,2024-09-26,2024-09-23,Medianet,VISA,6998,496.62,15.89,22.35,4.97,453.41,SETTLED,0,
LIQ-01405,BNK849478,TXN-202409-0405,2024-09-17,2024-09-14,Medianet,VISA,4519,270.65,8.66,12.18,2.71,247.1,SETTLED,0,
LIQ-01406,BNK766204,TXN-202409-0406,2024-09-30,2024-09-28,Medianet,MASTERCARD,6842,215.66,6.9,9.7,2.16,196.9,SETTLED,0,
LIQ-01407,BNK303803,TXN-202409-0407,2024-09-26,2024-09-25,Datafast,MASTERCARD,3312,32.11,1.12,1.44,0.32,29.23,SETTLED,0,
LIQ-01408,BNK134812,TXN-202409-0408,2024-09-17,2024-09-15,PayPhone,VISA,5875,36.5,1.39,1.64,0.36,33.11,SETTLED,0,
LIQ-01409,BNK505393,TXN-202409-0409,2024-09-04,2024-09-01,Datafast,VISA,8182,47.89,1.68,2.16,0.48,43.57,SETTLED,0,
LIQ-01410,BNK738457,TXN-202409-0410,2024-09-08,2024-09-07,Datafast,MASTERCARD,9665,2792.49,97.74,125.66,27.92,2541.17,SETTLED,0,
LIQ-01411,BNK931338,TXN-202409-0411,2024-09-15,2024-09-14,Datafast,VISA,5846,91.71,3.21,4.13,0.92,83.45,SETTLED,0,
LIQ-01412,BNK340694,TXN-202409-0412,2024-09-06,2024-09-04,Medianet,MASTERCARD,2837,23.78,0.76,1.07,0.24,21.71,SETTLED,0,
LIQ-01413,BNK440786,TXN-202409-0413,2024-09-27,2024-09-26,Datafast,VISA,8557,30.02,1.05,1.35,0.3,27.32,SETTLED,0,
LIQ-01414,BNK854121,TXN-202409-0414,2024-09-23,2024-09-21,PayPhone,MASTERCARD,2951,400.92,15.23,18.04,4.01,363.64,SETTLED,0,
LIQ-01415,BNK671808,TXN-202409-0415,2024-09-14,2024-09-11,Medianet,VISA,6839,7.5,0.24,0.34,0.07,6.85,SETTLED,0,
LIQ-01416,BNK627477,TXN-202409-0416,2024-09-13,2024-09-10,Datafast,VISA,5919,1604.8,56.17,72.22,16.05,1460.36,SETTLED,0,
LIQ-01417,BNK970049,TXN-202409-0417,2024-09-12,2024-09-10,Medianet,VISA,8527,314.89,10.08,14.17,3.15,287.49,SETTLED,0,
LIQ-01418,BNK251861,TXN-202409-0418,2024-09-29,2024-09-26,Datafast,MASTERCARD,4267,69.84,2.44,3.14,0.7,63.56,SETTLED,0,
LIQ-01419,BNK379723,TXN-202409-0419,2024-09-23,2024-09-20,Medianet,VISA,5259,37.11,1.19,1.67,0.37,33.88,SETTLED,0,
LIQ-01420,BNK754446,TXN-202409-0420,2024-09-19,2024-09-17,Datafast,MASTERCARD,5741,90.91,3.18,4.09,0.91,82.73,SETTLED,0,
LIQ-01421,BNK340582,TXN-202409-0421,2024-09-20,2024-09-19,Medianet,VISA,4328,58.5,1.87,2.63,0.58,53.42,SETTLED,0,
LIQ-01422,BNK447103,TXN-202409-0422,2024-09-19,2024-09-16,PayPhone,VISA,1600,31.65,1.2,1.42,0.32,28.71,SETTLED,0,
LIQ-01423,BNK988951,TXN-202409-0423,2024-09-07,2024-09-05,Medianet,VISA,6461,8.31,0.27,0.37,0.08,7.59,SETTLED,0,
LIQ-01424,BNK340667,TXN-202409-0424,2024-09-22,2024-09-19,Medianet,MASTERCARD,4790,230.25,7.37,10.36,2.3,210.22,SETTLED,0,
LIQ-01425,BNK420427,TXN-202409-0425,2024-09-13,2024-09-12,Medianet,VISA,9000,30.72,0.98,1.38,0.31,28.05,SETTLED,0,
LIQ-01426,BNK112389,TXN-202409-0426,2024-09-30,2024-09-27,Medianet,MASTERCARD,9364,22.8,0.73,1.03,0.23,20.81,SETTLED,0,
LIQ-01427,BNK137501,TXN-202409-0427,2024-10-01,2024-09-30,PayPhone,VISA,9754,20.03,0.76,0.9,0.2,18.17,SETTLED,0,
LIQ-01428,BNK999508,TXN-202409-0428,2024-09-18,2024-09-15,Medianet,VISA,1496,371.81,11.9,16.73,3.72,339.46,SETTLED,0,
LIQ-01429,BNK834008,TXN-202409-0429,2024-09-12,2024-09-10,Medianet,AMEX,4641,220.98,7.07,9.94,2.21,201.76,SETTLED,0,
LIQ-01430,BNK926109,TXN-202409-0430,2024-09-17,2024-09-16,Datafast,VISA,4198,462.43,16.19,20.81,4.62,420.81,SETTLED,0,
LIQ-01431,BNK765184,TXN-202409-0431,2024-09-08,2024-09-07,PayPhone,MASTERCARD,3044,275.95,10.49,12.42,2.76,250.28,SETTLED,0,
LIQ-01432,BNK876267,TXN-202409-0432,2024-09-14,2024-09-13,Datafast,MASTERCARD,9681,419.05,14.67,18.86,4.19,381.33,SETTLED,0,
LIQ-01433,BNK208880,TXN-202409-0433,2024-09-13,2024-09-12,Datafast,AMEX,4567,5.74,0.2,0.26,0.06,5.22,SETTLED,0,
LIQ-01434,BNK639704,TXN-202409-0434,2024-10-02,2024-09-30,Medianet,VISA,7902,52.35,1.68,2.36,0.52,47.79,SETTLED,0,
LIQ-01435,BNK172481,TXN-202409-0435,2024-10-01,2024-09-29,Datafast,VISA,2362,18.06,0.63,0.81,0.18,16.44,SETTLED,0,
LIQ-01436,BNK849894,TXN-202409-0436,2024-09-02,2024-09-01,Medianet,VISA,2124,154.99,4.96,6.97,1.55,141.51,SETTLED,0,
LIQ-01437,BNK515591,TXN-202409-0437,2024-09-16,2024-09-13,PayPhone,AMEX,4293,55.81,2.49,2.51,0.56,50.25,SETTLED,0,
LIQ-01438,BNK561941,TXN-202409-0438,2024-09-10,2024-09-08,Medianet,VISA,4926,1262.68,40.41,56.82,12.63,1152.82,SETTLED,0,
LIQ-01439,BNK597203,TXN-202409-0439,2024-09-22,2024-09-20,PayPhone,MASTERCARD,9538,2942.75,111.82,132.42,29.43,2669.08,SETTLED,0,
LIQ-01440,BNK629694,TXN-202409-0440,2024-09-27,2024-09-26,PayPhone,VISA,3985,74.31,2.82,3.34,0.74,67.41,SETTLED,0,
LIQ-01441,BNK400527,TXN-202409-0441,2024-09-22,2024-09-21,Datafast,VISA,7997,49.97,1.75,2.25,0.5,45.47,SETTLED,0,
LIQ-01442,BNK639165,TXN-202409-0442,2024-09-11,2024-09-10,PayPhone,MASTERCARD,1613,438.86,16.68,19.75,4.39,398.06,SETTLED,0,
LIQ-01443,BNK170213,TXN-202409-0443,2024-10-01,2024-09-28,Datafast,VISA,9404,446.6,15.63,20.1,4.47,406.4,SETTLED,0,
LIQ-01444,BNK983488,TXN-202409-0444,2024-09-19,2024-09-16,PayPhone,AMEX,8773,11.11,0.42,0.5,0.11,10.08,SETTLED,0,
LIQ-01445,BNK545628,TXN-202409-0445,2024-09-28,2024-09-25,Medianet,VISA,9290,71.18,2.28,3.2,0.71,64.99,SETTLED,0,
LIQ-01446,BNK462115,TXN-202409-0446,2024-09-20,2024-09-17,Datafast,MASTERCARD,9764,58.44,2.05,2.63,0.58,53.18,SETTLED,0,
LIQ-01447,BNK280617,TXN-202409-0447,2024-09-24,2024-09-21,Datafast,DINERS,3868,48.59,1.7,2.19,0.49,44.21,SETTLED,0,
LIQ-01448,BNK392399,TXN-202409-0448,2024-09-10,2024-09-08,Medianet,VISA,2119,269.87,8.64,12.14,2.7,246.39,SETTLED,0,
LIQ-01449,BNK366445,TXN-202409-0449,2024-09-29,2024-09-27,Datafast,VISA,6777,16.79,0.59,0.76,0.17,15.27,SETTLED,0,
LIQ-01450,BNK366750,TXN-202409-0450,2024-09-19,2024-09-17,Datafast,VISA,3852,203.92,7.14,9.18,2.04,185.56,SETTLED,0,
LIQ-01451,BNK802573,TXN-202409-0451,2024-09-17,2024-09-15,Datafast,VISA,8862,30.23,1.06,1.36,0.3,27.51,SETTLED,0,
LIQ-01452,BNK476925,TXN-202409-0452,2024-09-02,2024-09-01,Datafast,VISA,9901,25.48,0.89,1.15,0.25,23.19,SETTLED,0,
LIQ-01453,BNK374362,TXN-202409-0453,2024-09-13,2024-09-10,Datafast,VISA,8785,72.61,2.54,3.27,0.73,66.07,SETTLED,0,
LIQ-01454,BNK374609,TXN-202409-0454,2024-09-05,2024-09-04,Medianet,MASTERCARD,4216,469.17,15.01,21.11,4.69,428.36,SETTLED,0,
LIQ-01455,BNK548263,TXN-202409-0455,2024-09-13,2024-09-11,Datafast,VISA,1157,19.75,0.69,0.89,0.2,17.97,SETTLED,0,
LIQ-01456,BNK156085,TXN-202409-0456,2024-09-26,2024-09-23,Datafast,AMEX,5673,195.28,6.83,8.79,1.95,177.71,SETTLED,0,
LIQ-01457,BNK965968,TXN-202409-0457,2024-10-02,2024-09-30,PayPhone,DINERS,8123,390.72,14.85,17.58,3.91,354.38,SETTLED,0,
LIQ-01458,BNK657566,TXN-202409-0458,2024-09-15,2024-09-13,Datafast,VISA,4013,408.91,14.31,18.4,4.09,372.11,SETTLED,0,
LIQ-01459,BNK320479,TXN-202409-0459,2024-09-26,2024-09-25,PayPhone,MASTERCARD,6176,54.06,2.05,2.43,0.54,49.04,SETTLED,0,
LIQ-01460,BNK959254,TXN-202409-0460,2024-09-11,2024-09-08,PayPhone,VISA,2025,168.15,6.39,7.57,1.68,152.51,SETTLED,0,
LIQ-01461,BNK661072,TXN-202409-0461,2024-09-12,2024-09-11,Medianet,MASTERCARD,6135,66.08,2.11,2.97,0.66,60.34,SETTLED,0,
LIQ-01462,BNK479198,TXN-202409-0462,2024-09-09,2024-09-07,Datafast,VISA,3974,373.14,13.06,16.79,3.73,339.56,SETTLED,0,
LIQ-01463,BNK821875,TXN-202409-0463,2024-09-07,2024-09-05,Datafast,MASTERCARD,3002,48.31,1.69,2.17,0.48,43.97,SETTLED,0,
LIQ-01464,BNK169161,TXN-202409-0464,2024-09-12,2024-09-11,PayPhone,VISA,8293,430.41,16.36,19.37,4.3,390.38,SETTLED,0,
LIQ-01465,BNK598190,TXN-202409-0465,2024-09-20,2024-09-18,Datafast,MASTERCARD,6009,63.4,2.22,2.85,0.63,57.7,SETTLED,0,
LIQ-01466,BNK732047,TXN-202409-0466,2024-09-07,2024-09-05,Datafast,VISA,7694,467.3,16.36,21.03,4.67,425.24,SETTLED,0,
LIQ-01467,BNK749635,TXN-202409-0467,2024-09-15,2024-09-13,Medianet,MASTERCARD,6352,1934.7,61.91,87.06,19.35,1766.38,SETTLED,0,
LIQ-01468,BNK328005,TXN-202409-0468,2024-09-06,2024-09-04,Datafast,VISA,4484,19.13,0.67,0.86,0.19,17.41,SETTLED,0,
LIQ-01469,BNK572211,TXN-202409-0469,2024-09-07,2024-09-04,Medianet,VISA,6364,119.16,3.81,5.36,1.19,108.8,SETTLED,0,
LIQ-01470,BNK838802,TXN-202409-0470,2024-09-07,2024-09-06,Medianet,VISA,4709,285.22,9.13,12.83,2.85,260.41,SETTLED,0,
